"Story","Title","Result","Date","Stability","Duration (s)"
"Verificar que la suma total a pagar sea correcta","Valor a pagar correcto","SUCCESS","2023-10-16T12:33:45.582361-05:00[America/Bogota]","0.0","11.34"
